Result,ST1_x,ST2_x,CM1_x,CM2_x,LM_x,RM_x,CB1_x,CB2_x,LB_x,RB_x,GK_x,ST1_y,ST2_y,CM1_y,CM2_y,LM_y,RM_y,CB1_y,CB2_y,LB_y,RB_y,GK_y
w_away,77,75,77,75,76,61,76,76,73,74,77,76,74,77,75,74,79,82,77,75,73,85
w_away,74,72,76,74,74,76,78,78,74,72,73,76,74,77,75,74,79,82,77,75,73,85
w_home,76,73,79,76,74,69,78,73,76,71,82,76,74,77,75,74,79,82,77,75,73,85
w_away,79,74,77,76,72,76,76,74,77,72,74,76,74,77,75,74,79,82,77,75,73,85
draw,86,72,86,85,86,83,89,83,82,82,82,76,74,77,75,74,79,82,77,75,73,85
w_away,73,70,74,73,70,75,74,74,73,73,78,77,74,77,75,76,76,77,73,74,78,82
w_home,82,80,83,82,80,77,84,78,77,79,84,77,74,77,75,76,76,77,73,74,78,82
w_away,77,75,78,80,77,75,76,74,73,76,81,77,74,77,75,76,76,77,73,74,78,82
w_away,76,74,80,73,75,77,79,75,75,73,75,77,74,77,75,76,76,77,73,74,78,82
draw,74,71,74,73,73,72,71,70,71,72,76,77,74,77,75,76,76,77,73,74,78,82
w_away,75,74,75,74,74,70,76,73,73,73,77,77,74,77,75,76,76,77,73,74,78,82
w_home,76,74,74,71,69,73,74,74,73,73,72,77,74,77,75,76,76,77,73,74,78,82
w_away,71,70,72,70,72,72,72,72,69,71,72,77,74,77,75,76,76,77,73,74,78,82
draw,81,79,81,78,80,79,82,74,70,76,78,77,74,77,75,76,76,77,73,74,78,82
w_home,79,73,85,81,81,75,82,76,75,74,75,77,74,77,75,76,76,77,73,74,78,82
w_away,85,74,81,80,81,80,78,77,75,79,83,77,74,77,75,76,76,77,73,74,78,82
draw,76,75,75,59,74,75,76,74,72,72,75,77,74,77,75,76,76,77,73,74,78,82
w_home,77,74,74,73,70,73,74,74,74,72,79,77,74,77,75,76,76,77,73,74,78,82
draw,77,75,77,75,76,61,76,76,73,74,77,77,74,77,75,76,76,77,73,74,78,82
w_home,74,72,76,74,74,76,78,78,74,72,73,77,74,77,75,76,76,77,73,74,78,82
w_home,76,73,79,76,74,69,78,73,76,71,82,77,74,77,75,76,76,77,73,74,78,82
w_home,79,74,77,76,72,76,76,74,77,72,74,77,74,77,75,76,76,77,73,74,78,82
w_home,76,74,77,75,74,79,82,77,75,73,85,77,74,77,75,76,76,77,73,74,78,82
w_home,86,72,86,85,86,83,89,83,82,82,82,77,74,77,75,76,76,77,73,74,78,82
draw,73,70,74,73,70,75,74,74,73,73,78,85,74,81,80,81,80,78,77,75,79,83
w_away,82,80,83,82,80,77,84,78,77,79,84,85,74,81,80,81,80,78,77,75,79,83
draw,77,75,78,80,77,75,76,74,73,76,81,85,74,81,80,81,80,78,77,75,79,83
w_away,76,74,80,73,75,77,79,75,75,73,75,85,74,81,80,81,80,78,77,75,79,83
w_home,74,71,74,73,73,72,71,70,71,72,76,85,74,81,80,81,80,78,77,75,79,83
w_home,75,74,75,74,74,70,76,73,73,73,77,85,74,81,80,81,80,78,77,75,79,83
w_away,76,74,74,71,69,73,74,74,73,73,72,85,74,81,80,81,80,78,77,75,79,83
w_away,71,70,72,70,72,72,72,72,69,71,72,85,74,81,80,81,80,78,77,75,79,83
w_home,81,79,81,78,80,79,82,74,70,76,78,85,74,81,80,81,80,78,77,75,79,83
draw,79,73,85,81,81,75,82,76,75,74,75,85,74,81,80,81,80,78,77,75,79,83
w_away,76,75,75,59,74,75,76,74,72,72,75,85,74,81,80,81,80,78,77,75,79,83
w_home,77,74,74,73,70,73,74,74,74,72,79,85,74,81,80,81,80,78,77,75,79,83
w_away,77,74,77,75,76,76,77,73,74,78,82,85,74,81,80,81,80,78,77,75,79,83
w_away,77,75,77,75,76,61,76,76,73,74,77,85,74,81,80,81,80,78,77,75,79,83
w_away,74,72,76,74,74,76,78,78,74,72,73,85,74,81,80,81,80,78,77,75,79,83
draw,76,73,79,76,74,69,78,73,76,71,82,85,74,81,80,81,80,78,77,75,79,83
w_home,79,74,77,76,72,76,76,74,77,72,74,85,74,81,80,81,80,78,77,75,79,83
w_home,76,74,77,75,74,79,82,77,75,73,85,85,74,81,80,81,80,78,77,75,79,83
w_home,86,72,86,85,86,83,89,83,82,82,82,85,74,81,80,81,80,78,77,75,79,83
w_home,67,63,82,83,83,82,82,81,81,79,81,85,74,81,80,81,80,78,77,75,79,83
draw,89,83,86,84,86,85,88,87,86,84,88,85,74,81,80,81,80,78,77,75,79,83
w_home,73,70,74,73,70,75,74,74,73,73,78,76,73,79,76,74,69,78,73,76,71,82
w_home,82,80,83,82,80,77,84,78,77,79,84,76,73,79,76,74,69,78,73,76,71,82
draw,77,75,78,80,77,75,76,74,73,76,81,76,73,79,76,74,69,78,73,76,71,82
draw,76,74,80,73,75,77,79,75,75,73,75,76,73,79,76,74,69,78,73,76,71,82
w_home,74,71,74,73,73,72,71,70,71,72,76,76,73,79,76,74,69,78,73,76,71,82
w_away,75,74,75,74,74,70,76,73,73,73,77,76,73,79,76,74,69,78,73,76,71,82
draw,76,74,74,71,69,73,74,74,73,73,72,76,73,79,76,74,69,78,73,76,71,82
w_home,71,70,72,70,72,72,72,72,69,71,72,76,73,79,76,74,69,78,73,76,71,82
w_home,81,79,81,78,80,79,82,74,70,76,78,76,73,79,76,74,69,78,73,76,71,82
w_home,79,73,85,81,81,75,82,76,75,74,75,76,73,79,76,74,69,78,73,76,71,82
w_home,85,74,81,80,81,80,78,77,75,79,83,76,73,79,76,74,69,78,73,76,71,82
w_away,76,75,75,59,74,75,76,74,72,72,75,76,73,79,76,74,69,78,73,76,71,82
w_home,77,74,74,73,70,73,74,74,74,72,79,76,73,79,76,74,69,78,73,76,71,82
draw,77,74,77,75,76,76,77,73,74,78,82,76,73,79,76,74,69,78,73,76,71,82
draw,77,75,77,75,76,61,76,76,73,74,77,76,73,79,76,74,69,78,73,76,71,82
draw,74,72,76,74,74,76,78,78,74,72,73,76,73,79,76,74,69,78,73,76,71,82
draw,79,74,77,76,72,76,76,74,77,72,74,76,73,79,76,74,69,78,73,76,71,82
draw,76,74,77,75,74,79,82,77,75,73,85,76,73,79,76,74,69,78,73,76,71,82
w_home,86,72,86,85,86,83,89,83,82,82,82,76,73,79,76,74,69,78,73,76,71,82
w_home,73,70,74,73,70,75,74,74,73,73,78,77,74,74,73,70,73,74,74,74,72,79
w_home,82,80,83,82,80,77,84,78,77,79,84,77,74,74,73,70,73,74,74,74,72,79
w_home,77,75,78,80,77,75,76,74,73,76,81,77,74,74,73,70,73,74,74,74,72,79
w_home,76,74,80,73,75,77,79,75,75,73,75,77,74,74,73,70,73,74,74,74,72,79
w_home,74,71,74,73,73,72,71,70,71,72,76,77,74,74,73,70,73,74,74,74,72,79
w_home,75,74,75,74,74,70,76,73,73,73,77,77,74,74,73,70,73,74,74,74,72,79
draw,76,74,74,71,69,73,74,74,73,73,72,77,74,74,73,70,73,74,74,74,72,79
w_away,71,70,72,70,72,72,72,72,69,71,72,77,74,74,73,70,73,74,74,74,72,79
w_home,81,79,81,78,80,79,82,74,70,76,78,77,74,74,73,70,73,74,74,74,72,79
w_home,79,73,85,81,81,75,82,76,75,74,75,77,74,74,73,70,73,74,74,74,72,79
w_away,85,74,81,80,81,80,78,77,75,79,83,77,74,74,73,70,73,74,74,74,72,79
w_home,76,75,75,59,74,75,76,74,72,72,75,77,74,74,73,70,73,74,74,74,72,79
w_away,77,74,77,75,76,76,77,73,74,78,82,77,74,74,73,70,73,74,74,74,72,79
w_home,77,75,77,75,76,61,76,76,73,74,77,77,74,74,73,70,73,74,74,74,72,79
draw,74,72,76,74,74,76,78,78,74,72,73,77,74,74,73,70,73,74,74,74,72,79
w_home,76,73,79,76,74,69,78,73,76,71,82,77,74,74,73,70,73,74,74,74,72,79
w_home,79,74,77,76,72,76,76,74,77,72,74,77,74,74,73,70,73,74,74,74,72,79
w_home,76,74,77,75,74,79,82,77,75,73,85,77,74,74,73,70,73,74,74,74,72,79
w_home,86,72,86,85,86,83,89,83,82,82,82,77,74,74,73,70,73,74,74,74,72,79
w_home,82,80,83,82,80,77,84,78,77,79,84,73,70,74,73,70,75,74,74,73,73,78
w_home,77,75,78,80,77,75,76,74,73,76,81,73,70,74,73,70,75,74,74,73,73,78
w_home,76,74,80,73,75,77,79,75,75,73,75,73,70,74,73,70,75,74,74,73,73,78
w_away,74,71,74,73,73,72,71,70,71,72,76,73,70,74,73,70,75,74,74,73,73,78
w_home,75,74,75,74,74,70,76,73,73,73,77,73,70,74,73,70,75,74,74,73,73,78
w_home,76,74,74,71,69,73,74,74,73,73,72,73,70,74,73,70,75,74,74,73,73,78
w_home,71,70,72,70,72,72,72,72,69,71,72,73,70,74,73,70,75,74,74,73,73,78
draw,81,79,81,78,80,79,82,74,70,76,78,73,70,74,73,70,75,74,74,73,73,78
w_home,79,73,85,81,81,75,82,76,75,74,75,73,70,74,73,70,75,74,74,73,73,78
w_home,85,74,81,80,81,80,78,77,75,79,83,73,70,74,73,70,75,74,74,73,73,78
w_home,76,75,75,59,74,75,76,74,72,72,75,73,70,74,73,70,75,74,74,73,73,78
w_away,77,74,74,73,70,73,74,74,74,72,79,73,70,74,73,70,75,74,74,73,73,78
w_home,77,74,77,75,76,76,77,73,74,78,82,73,70,74,73,70,75,74,74,73,73,78
w_home,77,75,77,75,76,61,76,76,73,74,77,73,70,74,73,70,75,74,74,73,73,78
w_home,74,72,76,74,74,76,78,78,74,72,73,73,70,74,73,70,75,74,74,73,73,78
w_away,76,73,79,76,74,69,78,73,76,71,82,73,70,74,73,70,75,74,74,73,73,78
w_home,79,74,77,76,72,76,76,74,77,72,74,73,70,74,73,70,75,74,74,73,73,78
w_home,76,74,77,75,74,79,82,77,75,73,85,73,70,74,73,70,75,74,74,73,73,78
w_home,86,72,86,85,86,83,89,83,82,82,82,73,70,74,73,70,75,74,74,73,73,78
w_home,82,80,83,82,80,77,84,78,77,79,84,81,75,84,82,80,81,83,82,79,81,84
w_away,77,77,79,81,78,76,78,77,75,77,81,81,75,84,82,80,81,83,82,79,81,84
draw,79,75,79,78,77,78,79,75,77,78,76,81,75,84,82,80,81,83,82,79,81,84
w_home,92,92,93,87,88,84,87,83,86,81,84,81,75,84,82,80,81,83,82,79,81,84
draw,78,72,78,73,75,73,75,75,73,72,79,81,75,84,82,80,81,83,82,79,81,84
draw,67,63,82,83,83,82,82,81,81,79,81,81,75,84,82,80,81,83,82,79,81,84
w_away,82,73,83,83,78,80,80,78,78,77,83,81,75,84,82,80,81,83,82,79,81,84
w_away,79,82,79,79,79,79,81,77,76,76,83,81,75,84,82,80,81,83,82,79,81,84
w_away,88,84,84,82,84,75,88,83,85,83,87,81,75,84,82,80,81,83,82,79,81,84
w_away,83,78,80,80,79,77,80,78,77,80,77,81,75,84,82,80,81,83,82,79,81,84
w_away,79,81,83,81,77,79,83,79,79,78,75,81,75,84,82,80,81,83,82,79,81,84
w_away,81,78,78,77,72,76,78,77,77,76,81,81,75,84,82,80,81,83,82,79,81,84
draw,80,77,78,79,78,78,77,77,76,77,82,81,75,84,82,80,81,83,82,79,81,84
w_away,77,74,77,74,74,73,75,74,73,72,79,81,75,84,82,80,81,83,82,79,81,84
w_home,78,74,78,79,77,76,79,77,76,77,75,81,75,84,82,80,81,83,82,79,81,84
draw,94,90,89,88,87,85,89,88,86,84,85,81,75,84,82,80,81,83,82,79,81,84
draw,74,77,77,77,76,76,76,75,76,75,76,81,75,84,82,80,81,83,82,79,81,84
w_home,80,75,82,82,79,77,78,77,77,76,77,81,75,84,82,80,81,83,82,79,81,84
w_home,73,72,76,77,76,76,77,76,76,74,77,81,75,84,82,80,81,83,82,79,81,84
w_home,84,78,82,81,64,80,84,78,79,81,79,81,75,84,82,80,81,83,82,79,81,84
draw,82,80,83,82,80,77,84,78,77,79,84,82,80,83,82,80,78,83,82,78,78,86
w_away,85,77,86,82,82,81,85,83,81,82,88,82,80,83,82,80,78,83,82,78,78,86
draw,88,84,84,82,84,75,88,83,85,83,87,82,80,83,82,80,78,83,82,78,78,86
w_home,90,86,87,87,86,86,89,88,86,85,92,82,80,83,82,80,78,83,82,78,78,86
w_home,87,81,88,82,82,82,85,81,81,83,83,82,80,83,82,80,78,83,82,78,78,86
draw,83,74,75,79,77,77,78,77,81,77,83,82,80,83,82,80,78,83,82,78,78,86
w_home,75,75,77,76,78,77,77,76,75,75,80,82,80,83,82,80,78,83,82,78,78,86
w_away,78,76,76,80,75,75,76,76,74,77,80,82,80,83,82,80,78,83,82,78,78,86
w_home,74,72,78,77,76,69,78,77,77,76,81,82,80,83,82,80,78,83,82,78,78,86
w_home,77,80,82,79,81,80,80,79,79,77,83,82,80,83,82,80,78,83,82,78,78,86
w_away,81,80,79,59,77,77,80,78,77,76,81,82,80,83,82,80,78,83,82,78,78,86
w_home,79,78,79,77,78,77,82,79,77,78,80,82,80,83,82,80,78,83,82,78,78,86
w_away,78,77,81,79,81,79,84,83,80,80,84,82,80,83,82,80,78,83,82,78,78,86
w_away,82,73,80,79,80,80,82,80,80,79,79,82,80,83,82,80,78,83,82,78,78,86
draw,73,71,76,73,74,71,76,73,74,72,73,82,80,83,82,80,78,83,82,78,78,86
w_away,70,69,76,75,72,74,76,73,72,71,73,82,80,83,82,80,78,83,82,78,78,86
w_home,76,75,76,73,71,76,74,73,73,71,74,82,80,83,82,80,78,83,82,78,78,86
w_home,79,75,81,75,80,77,77,75,75,72,74,82,80,83,82,80,78,83,82,78,78,86
w_home,77,73,81,78,77,77,78,75,75,75,77,82,80,83,82,80,78,83,82,78,78,86
w_away,77,70,81,76,77,76,77,75,75,75,75,82,80,83,82,80,78,83,82,78,78,86
w_home,82,80,83,82,80,77,84,78,77,79,84,85,77,86,82,82,81,85,83,81,82,88
w_away,78,75,76,78,76,77,77,76,75,74,75,85,77,86,82,82,81,85,83,81,82,88
w_away,76,74,77,74,76,73,79,75,74,76,79,85,77,86,82,82,81,85,83,81,82,88
w_away,81,79,80,77,74,80,82,79,76,75,83,85,77,86,82,82,81,85,83,81,82,88
draw,85,76,81,82,82,78,83,80,83,82,76,85,77,86,82,82,81,85,83,81,82,88
w_away,80,74,78,75,74,73,76,75,73,75,82,85,77,86,82,82,81,85,83,81,82,88
w_away,80,78,80,78,79,75,83,80,80,79,78,85,77,86,82,82,81,85,83,81,82,88
draw,89,83,88,82,87,85,86,83,81,80,82,85,77,86,82,82,81,85,83,81,82,88
draw,76,74,82,75,72,77,75,74,74,73,76,85,77,86,82,82,81,85,83,81,82,88
draw,88,83,89,83,85,81,85,84,82,80,88,85,77,86,82,82,81,85,83,81,82,88
w_home,86,80,89,86,83,85,84,83,83,81,89,85,77,86,82,82,81,85,83,81,82,88
w_home,90,82,88,84,86,85,83,83,83,82,90,85,77,86,82,82,81,85,83,81,82,88
w_away,80,78,82,79,79,82,80,79,76,76,82,85,77,86,82,82,81,85,83,81,82,88
w_away,79,78,82,78,65,78,79,77,76,75,80,85,77,86,82,82,81,85,83,81,82,88
w_away,77,77,81,78,78,80,77,76,77,77,77,85,77,86,82,82,81,85,83,81,82,88
draw,81,66,78,79,76,76,79,78,76,74,80,85,77,86,82,82,81,85,83,81,82,88
w_away,82,81,80,77,77,84,77,76,77,75,83,85,77,86,82,82,81,85,83,81,82,88
draw,81,76,79,77,76,75,77,77,76,76,76,85,77,86,82,82,81,85,83,81,82,88
w_home,80,76,80,77,80,79,82,80,80,77,79,85,77,86,82,82,81,85,83,81,82,88
w_home,83,79,86,82,83,83,83,81,70,82,82,85,77,86,82,82,81,85,83,81,82,88
draw,82,80,83,82,80,78,83,82,78,78,86,85,77,86,82,82,81,85,83,81,82,88
w_home,82,80,83,82,80,77,84,78,77,79,84,89,83,88,82,87,85,86,83,81,80,82
w_away,78,75,76,78,76,77,77,76,75,74,75,89,83,88,82,87,85,86,83,81,80,82
w_away,76,74,77,74,76,73,79,75,74,76,79,89,83,88,82,87,85,86,83,81,80,82
w_away,81,79,80,77,74,80,82,79,76,75,83,89,83,88,82,87,85,86,83,81,80,82
w_home,85,76,81,82,82,78,83,80,83,82,76,89,83,88,82,87,85,86,83,81,80,82
draw,80,74,78,75,74,73,76,75,73,75,82,89,83,88,82,87,85,86,83,81,80,82
w_away,80,78,80,78,79,75,83,80,80,79,78,89,83,88,82,87,85,86,83,81,80,82
w_away,76,74,82,75,72,77,75,74,74,73,76,89,83,88,82,87,85,86,83,81,80,82
draw,88,83,89,83,85,81,85,84,82,80,88,89,83,88,82,87,85,86,83,81,80,82
w_home,86,80,89,86,83,85,84,83,83,81,89,89,83,88,82,87,85,86,83,81,80,82
w_away,90,82,88,84,86,85,83,83,83,82,90,89,83,88,82,87,85,86,83,81,80,82
w_away,80,78,82,79,79,82,80,79,76,76,82,89,83,88,82,87,85,86,83,81,80,82
w_away,79,78,82,78,65,78,79,77,76,75,80,89,83,88,82,87,85,86,83,81,80,82
w_home,85,77,86,82,82,81,85,83,81,82,88,89,83,88,82,87,85,86,83,81,80,82
w_away,77,77,81,78,78,80,77,76,77,77,77,89,83,88,82,87,85,86,83,81,80,82
w_away,81,66,78,79,76,76,79,78,76,74,80,89,83,88,82,87,85,86,83,81,80,82
w_home,82,81,80,77,77,84,77,76,77,75,83,89,83,88,82,87,85,86,83,81,80,82
w_away,81,76,79,77,76,75,77,77,76,76,76,89,83,88,82,87,85,86,83,81,80,82
w_away,80,76,80,77,80,79,82,80,80,77,79,89,83,88,82,87,85,86,83,81,80,82
w_home,83,79,86,82,83,83,83,81,70,82,82,89,83,88,82,87,85,86,83,81,80,82
w_home,92,92,93,87,88,84,87,83,86,81,84,89,83,88,82,87,85,86,83,81,80,82
draw,77,80,82,79,81,80,80,79,79,77,83,89,83,88,82,87,85,86,83,81,80,82
w_home,82,80,83,82,80,77,84,78,77,79,84,87,81,88,82,82,82,85,81,81,83,83
w_away,82,73,83,83,78,80,80,78,78,77,83,87,81,88,82,82,82,85,81,81,83,83
draw,94,90,89,88,87,85,89,88,86,84,85,87,81,88,82,82,82,85,81,81,83,83
w_home,90,86,87,87,86,86,89,88,86,85,92,87,81,88,82,82,82,85,81,81,83,83
draw,83,74,75,79,77,77,78,77,81,77,83,87,81,88,82,82,82,85,81,81,83,83
w_away,75,75,77,76,78,77,77,76,75,75,80,87,81,88,82,82,82,85,81,81,83,83
draw,78,76,76,80,75,75,76,76,74,77,80,87,81,88,82,82,82,85,81,81,83,83
w_home,74,72,78,77,76,69,78,77,77,76,81,87,81,88,82,82,82,85,81,81,83,83
w_away,77,80,82,79,81,80,80,79,79,77,83,87,81,88,82,82,82,85,81,81,83,83
w_home,81,80,79,59,77,77,80,78,77,76,81,87,81,88,82,82,82,85,81,81,83,83
draw,79,78,79,77,78,77,82,79,77,78,80,87,81,88,82,82,82,85,81,81,83,83
draw,78,77,81,79,81,79,84,83,80,80,84,87,81,88,82,82,82,85,81,81,83,83
w_home,82,80,83,82,80,78,83,82,78,78,86,87,81,88,82,82,82,85,81,81,83,83
w_away,82,73,80,79,80,80,82,80,80,79,79,87,81,88,82,82,82,85,81,81,83,83
draw,73,71,76,73,74,71,76,73,74,72,73,87,81,88,82,82,82,85,81,81,83,83
w_home,70,69,76,75,72,74,76,73,72,71,73,87,81,88,82,82,82,85,81,81,83,83
w_away,76,75,76,73,71,76,74,73,73,71,74,87,81,88,82,82,82,85,81,81,83,83
w_home,79,75,81,75,80,77,77,75,75,72,74,87,81,88,82,82,82,85,81,81,83,83
w_away,77,73,81,78,77,77,78,75,75,75,77,87,81,88,82,82,82,85,81,81,83,83
draw,77,70,81,76,77,76,77,75,75,75,75,87,81,88,82,82,82,85,81,81,83,83
w_away,74,72,77,71,75,73,76,75,71,71,70,87,81,88,82,82,82,85,81,81,83,83
w_home,80,78,83,76,82,79,81,80,79,80,82,87,81,88,82,82,82,85,81,81,83,83
w_away,82,80,83,82,80,77,84,78,77,79,84,89,83,86,84,86,85,88,87,86,84,88
w_away,85,74,81,80,81,80,78,77,75,79,83,89,83,86,84,86,85,88,87,86,84,88
draw,92,92,93,87,88,84,87,83,86,81,84,89,83,86,84,86,85,88,87,86,84,88
w_away,67,63,82,83,83,82,82,81,81,79,81,89,83,86,84,86,85,88,87,86,84,88
w_away,79,78,82,83,80,79,80,80,80,79,82,89,83,86,84,86,85,88,87,86,84,88
draw,85,74,81,80,81,80,78,77,75,79,83,67,63,82,83,83,82,82,81,81,79,81
w_home,82,81,80,77,77,84,77,76,77,75,83,67,63,82,83,83,82,82,81,81,79,81
w_home,77,77,79,81,78,76,78,77,75,77,81,67,63,82,83,83,82,82,81,81,79,81
w_away,79,75,79,78,77,78,79,75,77,78,76,67,63,82,83,83,82,82,81,81,79,81
w_home,92,92,93,87,88,84,87,83,86,81,84,67,63,82,83,83,82,82,81,81,79,81
w_home,78,72,78,73,75,73,75,75,73,72,79,67,63,82,83,83,82,82,81,81,79,81
draw,82,73,83,83,78,80,80,78,78,77,83,67,63,82,83,83,82,82,81,81,79,81
w_away,79,82,79,79,79,79,81,77,76,76,83,67,63,82,83,83,82,82,81,81,79,81
w_home,88,84,84,82,84,75,88,83,85,83,87,67,63,82,83,83,82,82,81,81,79,81
w_away,83,78,80,80,79,77,80,78,77,80,77,67,63,82,83,83,82,82,81,81,79,81
draw,79,81,83,81,77,79,83,79,79,78,75,67,63,82,83,83,82,82,81,81,79,81
w_away,81,78,78,77,72,76,78,77,77,76,81,67,63,82,83,83,82,82,81,81,79,81
w_home,80,77,78,79,78,78,77,77,76,77,82,67,63,82,83,83,82,82,81,81,79,81
w_away,77,74,77,74,74,73,75,74,73,72,79,67,63,82,83,83,82,82,81,81,79,81
draw,78,74,78,79,77,76,79,77,76,77,75,67,63,82,83,83,82,82,81,81,79,81
w_home,94,90,89,88,87,85,89,88,86,84,85,67,63,82,83,83,82,82,81,81,79,81
w_away,74,77,77,77,76,76,76,75,76,75,76,67,63,82,83,83,82,82,81,81,79,81
w_away,80,75,82,82,79,77,78,77,77,76,77,67,63,82,83,83,82,82,81,81,79,81
draw,73,72,76,77,76,76,77,76,76,74,77,67,63,82,83,83,82,82,81,81,79,81
w_home,84,78,82,81,64,80,84,78,79,81,79,67,63,82,83,83,82,82,81,81,79,81
draw,81,75,84,82,80,81,83,82,79,81,84,67,63,82,83,83,82,82,81,81,79,81
draw,89,83,86,84,86,85,88,87,86,84,88,67,63,82,83,83,82,82,81,81,79,81
draw,86,72,86,85,86,83,89,83,82,82,82,88,83,89,83,85,81,85,84,82,80,88
w_away,78,75,76,78,76,77,77,76,75,74,75,88,83,89,83,85,81,85,84,82,80,88
w_away,76,74,77,74,76,73,79,75,74,76,79,88,83,89,83,85,81,85,84,82,80,88
w_home,81,79,80,77,74,80,82,79,76,75,83,88,83,89,83,85,81,85,84,82,80,88
w_home,85,76,81,82,82,78,83,80,83,82,76,88,83,89,83,85,81,85,84,82,80,88
w_away,80,74,78,75,74,73,76,75,73,75,82,88,83,89,83,85,81,85,84,82,80,88
w_away,80,78,80,78,79,75,83,80,80,79,78,88,83,89,83,85,81,85,84,82,80,88
w_home,89,83,88,82,87,85,86,83,81,80,82,88,83,89,83,85,81,85,84,82,80,88
draw,76,74,82,75,72,77,75,74,74,73,76,88,83,89,83,85,81,85,84,82,80,88
w_home,86,80,89,86,83,85,84,83,83,81,89,88,83,89,83,85,81,85,84,82,80,88
draw,90,82,88,84,86,85,83,83,83,82,90,88,83,89,83,85,81,85,84,82,80,88
w_away,80,78,82,79,79,82,80,79,76,76,82,88,83,89,83,85,81,85,84,82,80,88
w_away,79,78,82,78,65,78,79,77,76,75,80,88,83,89,83,85,81,85,84,82,80,88
w_home,85,77,86,82,82,81,85,83,81,82,88,88,83,89,83,85,81,85,84,82,80,88
w_away,77,77,81,78,78,80,77,76,77,77,77,88,83,89,83,85,81,85,84,82,80,88
w_home,81,66,78,79,76,76,79,78,76,74,80,88,83,89,83,85,81,85,84,82,80,88
draw,82,81,80,77,77,84,77,76,77,75,83,88,83,89,83,85,81,85,84,82,80,88
w_away,81,76,79,77,76,75,77,77,76,76,76,88,83,89,83,85,81,85,84,82,80,88
w_away,80,76,80,77,80,79,82,80,80,77,79,88,83,89,83,85,81,85,84,82,80,88
w_home,83,79,86,82,83,83,83,81,70,82,82,88,83,89,83,85,81,85,84,82,80,88
w_home,90,86,87,87,86,86,89,88,86,85,92,88,83,89,83,85,81,85,84,82,80,88
w_home,86,72,86,85,86,83,89,83,82,82,82,92,92,93,87,88,84,87,83,86,81,84
w_home,89,83,88,82,87,85,86,83,81,80,82,92,92,93,87,88,84,87,83,86,81,84
w_home,77,77,79,81,78,76,78,77,75,77,81,92,92,93,87,88,84,87,83,86,81,84
w_home,79,75,79,78,77,78,79,75,77,78,76,92,92,93,87,88,84,87,83,86,81,84
w_away,78,72,78,73,75,73,75,75,73,72,79,92,92,93,87,88,84,87,83,86,81,84
w_away,67,63,82,83,83,82,82,81,81,79,81,92,92,93,87,88,84,87,83,86,81,84
w_away,82,73,83,83,78,80,80,78,78,77,83,92,92,93,87,88,84,87,83,86,81,84
draw,79,82,79,79,79,79,81,77,76,76,83,92,92,93,87,88,84,87,83,86,81,84
w_away,88,84,84,82,84,75,88,83,85,83,87,92,92,93,87,88,84,87,83,86,81,84
w_home,83,78,80,80,79,77,80,78,77,80,77,92,92,93,87,88,84,87,83,86,81,84
w_away,79,81,83,81,77,79,83,79,79,78,75,92,92,93,87,88,84,87,83,86,81,84
draw,81,78,78,77,72,76,78,77,77,76,81,92,92,93,87,88,84,87,83,86,81,84
w_away,80,77,78,79,78,78,77,77,76,77,82,92,92,93,87,88,84,87,83,86,81,84
w_away,77,74,77,74,74,73,75,74,73,72,79,92,92,93,87,88,84,87,83,86,81,84
w_away,78,74,78,79,77,76,79,77,76,77,75,92,92,93,87,88,84,87,83,86,81,84
w_away,94,90,89,88,87,85,89,88,86,84,85,92,92,93,87,88,84,87,83,86,81,84
w_away,74,77,77,77,76,76,76,75,76,75,76,92,92,93,87,88,84,87,83,86,81,84
w_away,80,75,82,82,79,77,78,77,77,76,77,92,92,93,87,88,84,87,83,86,81,84
w_away,73,72,76,77,76,76,77,76,76,74,77,92,92,93,87,88,84,87,83,86,81,84
w_away,84,78,82,81,64,80,84,78,79,81,79,92,92,93,87,88,84,87,83,86,81,84
draw,81,75,84,82,80,81,83,82,79,81,84,92,92,93,87,88,84,87,83,86,81,84
w_away,77,80,82,79,81,80,80,79,79,77,83,92,92,93,87,88,84,87,83,86,81,84
w_home,89,83,86,84,86,85,88,87,86,84,88,92,92,93,87,88,84,87,83,86,81,84
w_home,85,80,83,84,79,81,84,80,76,79,84,74,74,76,73,77,74,76,75,73,74,77
w_home,88,84,92,87,84,84,87,84,80,83,80,74,74,76,73,77,74,76,75,73,74,77
w_home,80,74,84,77,79,81,81,78,77,78,84,74,74,76,73,77,74,76,75,73,74,77
draw,74,69,74,72,74,76,73,72,72,72,74,74,74,76,73,77,74,76,75,73,74,77
w_home,76,73,76,75,72,72,77,76,77,76,80,74,74,76,73,77,74,76,75,73,74,77
w_home,75,63,77,79,77,77,81,77,76,71,84,74,74,76,73,77,74,76,75,73,74,77
draw,74,73,73,71,73,72,72,70,68,68,72,74,74,76,73,77,74,76,75,73,74,77
w_home,73,73,76,76,76,69,74,73,73,75,78,74,74,76,73,77,74,76,75,73,74,77
w_away,79,71,78,75,75,75,78,75,72,72,75,74,74,76,73,77,74,76,75,73,74,77
w_home,79,78,84,82,83,74,81,76,76,77,82,74,74,76,73,77,74,76,75,73,74,77
w_away,83,80,82,78,70,77,80,77,75,76,77,74,74,76,73,77,74,76,75,73,74,77
w_home,75,73,78,77,77,74,77,76,75,75,76,74,74,76,73,77,74,76,75,73,74,77
